timestamp,value,label
1469376000,0.8473002740000001,0
1469376300,-0.036137314,0
1469376600,0.074292384,0
1469376900,0.074292384,0
1469377200,-0.036137314,0
1469377500,0.184722083,0
1469377800,-0.036137314,0
1469378100,0.184722083,0
1469378400,0.074292384,0
1469378700,-0.036137314,0
1469379000,-0.036137314,0
1469379300,-0.036137314,0
1469379600,-0.256996711,0
1469379900,-0.256996711,0
1469380200,-0.36742641,0
1469380500,-0.36742641,0
1469380800,-0.036137314,0
1469381100,-0.36742641,0
1469381400,-0.146567013,0
1469381700,-0.36742641,0
1469382000,-0.477856108,0
1469382300,-0.477856108,0
1469382600,-0.477856108,0
1469382900,-0.477856108,0
1469383200,-0.477856108,0
1469383500,-0.588285807,0
1469383800,-0.809145204,0
1469384100,-0.809145204,0
1469384400,-0.698715505,0
1469384700,-0.698715505,0
1469385000,-0.809145204,0
1469385300,-0.809145204,0
1469385600,-0.36742641,0
1469385900,-0.698715505,0
1469386200,-0.919574903,0
1469386500,-0.919574903,0
1469386800,-0.919574903,0
1469387100,-0.809145204,0
1469387400,-1.1404343,0
1469387700,-0.919574903,0
1469388000,-1.1404343,0
1469388300,-1.1404343,0
1469388600,-1.1404343,0
1469388900,-1.1404343,0
1469389200,-1.030004601,0
1469389500,-1.250863998,0
1469389800,-1.250863998,0
1469390100,-1.1404343,0
1469390400,-1.250863998,0
1469390700,-1.250863998,0
1469391000,-1.250863998,0
1469391300,-1.1404343,0
1469391600,-1.250863998,0
1469391900,-1.3612936969999998,0
1469392200,-1.3612936969999998,0
1469392500,-1.3612936969999998,0
1469392800,-1.3612936969999998,0
1469393100,-1.3612936969999998,0
1469393400,-1.250863998,0
1469393700,-1.250863998,0
1469394000,-1.250863998,0
1469394300,-1.3612936969999998,0
1469394600,-1.3612936969999998,0
1469394900,-1.3612936969999998,0
1469395200,-1.3612936969999998,0
1469395500,-1.3612936969999998,0
1469395800,-1.3612936969999998,0
1469396100,-1.3612936969999998,0
1469396400,-1.3612936969999998,0
1469396700,-1.250863998,0
1469397000,-1.3612936969999998,0
1469397300,-1.3612936969999998,0
1469397600,-1.250863998,0
1469397900,-1.3612936969999998,0
1469398200,-1.250863998,0
1469398500,-1.250863998,0
1469398800,-1.250863998,0
1469399100,-1.1404343,0
1469399400,-1.030004601,0
1469399700,-1.1404343,0
1469400000,-0.919574903,0
1469400300,-0.919574903,0
1469400600,-1.030004601,0
1469400900,-1.030004601,0
